[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Nevada City Classic +1,100,125. Created by 1273.
FILE NAME = none
MINUTES	FTP
[END COURSE HEADER]

[COURSE DATA]
0	50
4	60
4	70
4.25	70
4.25	100
4.75	100
4.75	80
5	80
5	100
5.75	100
5.75	70
6.25	70
6.25	40
11.25	40
11.25	89
11.5	89
11.5	127
12	127
12	107
12.25	107
12.25	127
13	127
13	89
13.5	89
13.5	40
14.25	40
14.25	89
14.5	89
14.5	117
15	117
15	107
15.25	107
15.25	117
16	117
16	89
16.5	89
16.5	40
17.25	40
17.25	89
17.5	89
17.5	117
18	117
18	107
18.25	107
18.25	117
19	117
19	89
19.5	89
19.5	40
20.25	40
20.25	89
20.5	89
20.5	137
21	137
21	107
21.25	107
21.25	137
22	137
22	89
22.5	89
22.5	40
23.25	40
23.25	89
23.5	89
23.5	127
24	127
24	107
24.25	107
24.25	127
25	127
25	89
25.5	89
25.5	40
26.25	40
26.25	89
26.5	89
26.5	117
27	117
27	107
27.25	107
27.25	117
28	117
28	89
28.5	89
28.5	40
29.25	40
29.25	89
29.5	89
29.5	127
30	127
30	107
30.25	107
30.25	127
31	127
31	89
31.5	89
31.5	40
32.25	40
32.25	89
32.5	89
32.5	117
33	117
33	107
33.25	107
33.25	117
34	117
34	89
34.5	89
34.5	40
35.25	40
35.25	89
35.5	89
35.5	137
36	137
36	107
36.25	107
36.25	137
37	137
37	89
37.5	89
37.5	40
38.25	40
38.25	89
38.5	89
38.5	127
39	127
39	107
39.25	107
39.25	127
40	127
40	89
40.5	89
40.5	40
41.25	40
41.25	89
41.5	89
41.5	117
42	117
42	107
42.25	107
42.25	117
43	117
43	89
43.5	89
43.5	40
44.25	40
44.25	89
44.5	89
44.5	127
45	127
45	107
45.25	107
45.25	127
46	127
46	89
46.5	89
46.5	40
47.25	40
47.25	89
47.5	89
47.5	117
48	117
48	107
48.25	107
48.25	117
49	117
49	89
49.5	89
49.5	40
50.25	40
50.25	89
50.5	89
50.5	137
51	137
51	107
51.25	107
51.25	137
52	137
52	89
52.5	89
52.5	40
53.25	40
53.25	89
53.5	89
53.5	127
54	127
54	107
54.25	107
54.25	127
55	127
55	89
55.5	89
55.5	40
56.25	40
56.25	89
56.5	89
56.5	117
57	117
57	107
57.25	107
57.25	117
58	117
58	89
58.5	89
58.5	40
59.25	40
59.25	89
59.5	89
59.5	117
60	117
60	107
60.25	107
60.25	117
61	117
61	89
61.5	89
61.5	40
62.25	40
62.25	89
62.5	89
62.5	127
63	127
63	107
63.25	107
63.25	127
64	127
64	89
64.5	89
64.5	40
65.25	40
65.25	89
65.5	89
65.5	137
66	137
66	107
66.25	107
66.25	137
67	137
67	89
67.5	89
67.5	40
68.25	40
68.25	89
68.5	89
68.5	137
69	137
69	107
69.25	107
69.25	137
70	137
70	89
70.5	89
70.5	40
75	30
[END COURSE DATA]

[COURSE TEXT]
[END COURSE TEXT]

[INTERVAL DATA]
0	4500	Workout
240	255	Endurance 1
255	285	Threshold 1
285	300	Tempo 1
300	345	Threshold 2
345	375	Endurance 2
675	690	Sweet Spot 1
690	720	Sprint 1
720	735	VO2 Max 1
735	780	Anaerobic Capacity 1
780	810	Sweet Spot 2
855	870	Sweet Spot 3
870	900	VO2 Max 2
900	915	VO2 Max 3
915	960	VO2 Max 4
960	990	Sweet Spot 4
1035	1050	Sweet Spot 5
1050	1080	VO2 Max 5
1080	1095	VO2 Max 6
1095	1140	VO2 Max 7
1140	1170	Sweet Spot 6
1215	1230	Sweet Spot 7
1230	1260	Sprint 2
1260	1275	VO2 Max 8
1275	1320	Anaerobic Capacity 2
1320	1350	Sweet Spot 8
1395	1410	Sweet Spot 9
1410	1440	Sprint 3
1440	1455	VO2 Max 9
1455	1500	Anaerobic Capacity 3
1500	1530	Sweet Spot 10
1575	1590	Sweet Spot 11
1590	1620	VO2 Max 10
1620	1635	VO2 Max 11
1635	1680	VO2 Max 12
1680	1710	Sweet Spot 12
1755	1770	Sweet Spot 13
1770	1800	Sprint 4
1800	1815	VO2 Max 13
1815	1860	Anaerobic Capacity 4
1860	1890	Sweet Spot 14
1935	1950	Sweet Spot 15
1950	1980	VO2 Max 14
1980	1995	VO2 Max 15
1995	2040	VO2 Max 16
2040	2070	Sweet Spot 16
2115	2130	Sweet Spot 17
2130	2160	Sprint 5
2160	2175	VO2 Max 17
2175	2220	Anaerobic Capacity 5
2220	2250	Sweet Spot 18
2295	2310	Sweet Spot 19
2310	2340	Sprint 6
2340	2355	VO2 Max 18
2355	2400	Anaerobic Capacity 6
2400	2430	Sweet Spot 20
2475	2490	Sweet Spot 21
2490	2520	VO2 Max 19
2520	2535	VO2 Max 20
2535	2580	VO2 Max 21
2580	2610	Sweet Spot 22
2655	2670	Sweet Spot 23
2670	2700	Sprint 7
2700	2715	VO2 Max 22
2715	2760	Anaerobic Capacity 7
2760	2790	Sweet Spot 24
2835	2850	Sweet Spot 25
2850	2880	VO2 Max 23
2880	2895	VO2 Max 24
2895	2940	VO2 Max 25
2940	2970	Sweet Spot 26
3015	3030	Sweet Spot 27
3030	3060	Sprint 8
3060	3075	VO2 Max 26
3075	3120	Anaerobic Capacity 8
3120	3150	Sweet Spot 28
3195	3210	Sweet Spot 29
3210	3240	Sprint 9
3240	3255	VO2 Max 27
3255	3300	Anaerobic Capacity 9
3300	3330	Sweet Spot 30
3375	3390	Sweet Spot 31
3390	3420	VO2 Max 28
3420	3435	VO2 Max 29
3435	3480	VO2 Max 30
3480	3510	Sweet Spot 32
3555	3570	Sweet Spot 33
3570	3600	VO2 Max 31
3600	3615	VO2 Max 32
3615	3660	VO2 Max 33
3660	3690	Sweet Spot 34
3735	3750	Sweet Spot 35
3750	3780	Sprint 10
3780	3795	VO2 Max 34
3795	3840	Anaerobic Capacity 10
3840	3870	Sweet Spot 36
3915	3930	Sweet Spot 37
3930	3960	Sprint 11
3960	3975	VO2 Max 35
3975	4020	Anaerobic Capacity 11
4020	4050	Sweet Spot 38
4095	4110	Sweet Spot 39
4110	4140	Sprint 12
4140	4155	VO2 Max 36
4155	4200	Anaerobic Capacity 12
4200	4230	Sweet Spot 40
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

