[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = 8DC - Stage 3,94,105. Created by 1273.
FILE NAME = none
MINUTES	FTP
[END COURSE HEADER]

[COURSE DATA]
0	50
3.18	55
3.18	55
3.51	70
3.51	70
4.51	80
4.51	80
5.35	80
5.35	135
5.76	135
5.76	130
6.38	95
6.38	95
8.58	95
8.58	95
9.56	50
9.56	50
13.2	52
13.2	52
13.83	90
13.83	90
15	100
15	101
16.16	91
16.16	90
17.7	104
17.7	104
19.2	95
19.2	95
20.7	100
20.7	100
22.2	95
22.2	95
23.7	103
23.7	103
24.2	130
24.2	145
24.7	145
24.7	40
25.11	50
25.11	50
30.5	52
30.5	55
30.83	95
30.83	99
31.91	99
31.91	101
32.73	101
32.73	103
33.7	103
33.7	105
34.61	105
34.61	104
35.5	104
35.5	103
36.56	103
36.56	102
37.18	102
37.18	101
37.68	130
37.68	145
38.18	145
38.18	40
38.6	45
38.6	45
41.71	46
41.71	46
42.13	130
42.13	180
42.3	180
42.3	20
42.71	40
42.71	40
44.35	42
44.35	42
44.6	90
44.6	90
45.6	90
45.6	140
45.85	140
45.85	95
46.68	95
46.68	105
47.55	105
47.55	93
48.21	93
48.21	130
48.51	130
48.51	98
50.01	98
50.01	110
50.73	110
50.73	94
52.48	94
52.48	102
52.98	130
52.98	145
53.48	145
53.48	40
53.9	50
53.9	50
56.75	52
56.75	52
57.16	130
57.16	180
57.33	180
57.33	20
57.75	50
57.75	50
59.83	52
59.83	52
60.16	92
60.16	92
60.66	92
60.66	94
61.16	94
61.16	96
61.66	96
61.66	98
62.16	98
62.16	100
62.66	100
62.66	102
63.16	102
63.16	104
63.66	104
63.66	104
64.16	96
64.16	96
64.66	96
64.66	98
65.16	98
65.16	100
65.66	100
65.66	102
66.16	102
66.16	104
66.66	104
66.66	106
67.16	106
67.16	106
67.66	130
67.66	145
68.16	145
68.16	40
68.58	45
68.58	45
71	40
[END COURSE DATA]

[COURSE TEXT]
0	Stage 3 is upon us, Team...	8	0	0	72	16777215	30
0	...and we still have the jersey	8	0	0	72	16777215	40
0	Defending it for 6 more days is neither realistic...	8	0	0	72	16777215	50
0	...nor wise for a team of our size & experience	8	0	0	72	16777215	60
0	So our goal today will be a "soft defense" of the lead	8	0	0	72	16777215	70
0	Ideally, we'll cede the lead to another team by the narrowest of margins...	8	0	0	72	16777215	80
0	...and take a little bit of pressure off our leader	8	0	0	72	16777215	90
0	In no way is this a surrender, rather it's a strategy we'll use...	8	0	0	72	16777215	100
0	...to assure us a better chance at a Top-10 or even podium finish	8	0	0	72	16777215	110
0	So we'll ride hard over today's 4 climbs...	8	0	0	72	16777215	120
0	...and protect our leader from harm & hard work	8	0	0	72	16777215	130
0	One way to do this is to send a rider in an early break...	8	0	0	72	16777215	140
0	...and since today favors climbers, YOU are the obvious choice	8	0	0	72	16777215	150
0	So I hope you're good & warm...	5	0	0	72	16777215	160
0	...because we need to catch everyone sleeping & send you NOW!	8	0	0	72	16777215	167
0	So get ready!	8	0	0	72	16777215	177
191	Work your way up toward the front of the field	8	0	0	72	16777215	0
191	Just settle in amongst the top 5 or 10 riders	8	0	0	72	16777215	10
211	Good, just keep your position and pay attention	8	0	0	72	16777215	29
211	We're not the only team with breakaway ambitions today	8	0	0	72	16777215	39
271	Settle in and survey your company...	8	0	0	72	16777215	0
271	Many of these riders are up here because their team wants them up here	8	0	0	72	16777215	9
271	Wants them to try for the early break	8	0	0	72	16777215	19
271	Do you like who you see?	5	0	0	72	16777215	29
271	Are any of these riders good bets?	5	0	0	72	16777215	36
271	It's a gamble, but this looks promising so get ready...	8	0	0	72	16777215	41
321	GO!!!	5	0	0	72	16777215	0
321	Get a good gap before you let off the gas!	8	0	0	72	16777215	7
383	Good! Now settle in but don't back off too much...	8	0	0	72	16777215	0
383	...you only have to hold this to the first downhill!	8	0	0	72	16777215	10
383	This is a tough way to begin a stage...	8	0	0	72	16777215	67
383	...but we're lucky to get away on the first attempt!	8	0	0	72	16777215	77
383	So hang on, we're only 45 seconds from a fast descent	8	0	0	72	16777215	87
515	Get ready to take some chances on this downhill	8	0	0	72	16777215	0
515	And keep pedaling, no coasting until we're well away!	8	0	0	72	16777215	10
574	Keep your spin light & quick, flush the heaviness	8	0	0	72	16777215	6
574	We're coming up on the 1st of today's FOUR climbs	8	0	0	72	16777215	86
574	We're going to use it to test our competition's legs...	8	0	0	72	16777215	94
574	...by ratcheting up the intensity steadily...	8	0	0	72	16777215	104
574	...and taking inventory of damage done	8	0	0	72	16777215	114
574	Most riders want to work hard and then rest	8	0	0	72	16777215	124
574	Breakaway riders don't have this luxury	8	0	0	72	16777215	134
574	So we're going to work hard over every climb...	8	0	0	72	16777215	144
574	...and keep those legs moving on every descent	8	0	0	72	16777215	154
574	Breakaways are BRUTAL but glory favors the brave	8	0	0	72	16777215	164
574	Game faces, first climb ahead	8	0	0	72	16777215	206
792	Settle into a reasonable but strong tempo	8	0	0	72	16777215	0
792	Move to the front and try to control the pace	8	0	0	72	16777215	0
792	Slowly bring things up to a sustainable climbing tempo	8	0	0	72	16777215	10
830	Keep pushing the pace, see if anyone struggles	8	0	0	72	16777215	32
830	Keep it up!	5	0	0	72	16777215	42
900	Now slowly slip to the back of the field...	10	0	0	72	16777215	0
900	...and let's survey our break companions	8	0	0	72	16777215	12
900	Everyone looks smooth & strong...	8	0	0	72	16777215	22
900	...for now ;-)	5	0	0	72	16777215	32
970	Time to pick it up again	8	0	0	72	16777215	0
970	Start working to the front very gradually	8	0	0	72	16777215	10
970	Keep elevating that pace	8	0	0	72	16777215	70
1062	Ease off the gas, just a little at a time...	8	0	0	72	16777215	0
1062	...and drift to the back of the break	8	0	0	72	16777215	8
1062	Looks like we already have a weak link	8	0	0	72	16777215	18
1062	Maybe just a rider having a moment of bother...	8	0	0	72	16777215	28
1062	...maybe a rider we won't need to worry about later	8	0	0	72	16777215	38
1152	Let's try it one more time...	8	0	0	72	16777215	0
1152	...slowly ratchet up the pace	8	0	0	72	16777215	10
1242	And slowly bring it back down a little	8	0	0	72	16777215	0
1332	Time to start planning your KOM strategy	8	0	0	72	16777215	0
1332	Are you going for that climber's jersey...	8	0	0	72	16777215	10
1332	...or patiently pursuing today's podium?	8	0	0	72	16777215	18
1332	Decide now	8	0	0	72	16777215	28
1332	Short, gut-wrenching effort vs slightly above threshold push	8	0	0	72	16777215	36
1332	Choose your plan & stick with it...	8	0	0	72	16777215	46
1332	...but don't get dropped. At least stay above your FTP	8	0	0	72	16777215	56
1422	Climbers, start to ramp it up, 30 seconds!	8	0	0	72	16777215	0
1452	Go hard! 30 seconds!	5	0	0	72	16777215	0
1452	20 seconds!	5	0	0	72	16777215	10
1452	10 seconds!	5	0	0	72	16777215	20
1482	OK, shut it down then get rolling down this descent	9	0	0	72	16777215	0
1507	Pedal quickly for a minute or two in a light gear	8	0	0	72	16777215	3
1507	You can shake you legs out in a little while if you need to	8	0	0	72	16777215	13
1507	Next climb is just ahead	8	0	0	72	16777215	263
1507	Another opportunity to test the elastic of your break	8	0	0	72	16777215	273
1507	It's not yet time to try to go solo...	8	0	0	72	16777215	283
1507	...so let's use this climb to assess who's useful, tired or threatening	8	0	0	72	16777215	291
