[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = 8DC - Stage 1,91,109. Created by 1273.
FILE NAME = none
MINUTES	FTP
[END COURSE HEADER]

[COURSE DATA]
0	55
8.5	60
8.5	60
9.16	90
9.16	90
9.91	90
9.91	101
10.23	101
10.23	92
10.98	92
10.98	105
11.23	105
11.23	90
11.98	90
11.98	103
12.31	103
12.31	85
13.06	85
13.06	105
13.31	105
13.31	88
14.06	88
14.06	106
14.31	106
14.31	90
15.06	90
15.06	106
15.4	106
15.4	95
16.15	95
16.15	106
16.4	106
16.4	90
17.15	90
17.15	106
17.48	106
17.48	90
18.23	90
18.23	106
18.48	106
18.48	90
19.23	90
19.23	107
19.6	107
19.6	86
20.35	86
20.35	103
20.6	103
20.6	90
21.35	90
21.35	103
21.73	103
21.73	90
22.48	90
22.48	102
22.8	102
22.8	87
24.18	90
24.18	106
24.58	106
24.58	90
25.33	90
25.33	106
25.58	106
25.58	92
26.33	92
26.33	106
26.58	106
26.58	91
27.33	91
27.33	105
27.76	105
27.76	93
28.51	93
28.51	106
28.76	106
28.76	95
29.51	95
29.51	105
30.01	105
30.01	97
30.76	97
30.76	110
31.51	110
31.51	68
35.36	70
35.36	75
35.78	130
35.78	180
35.95	180
35.95	20
36.36	65
36.36	65
38.38	68
38.38	97
39.88	101
39.88	115
40.15	115
40.15	95
42.4	98
42.4	115
42.6	115
42.6	102
45.38	105
45.38	115
45.58	115
45.58	97
47.88	101
47.88	115
48.08	115
48.08	99
50.21	101
50.21	115
50.45	115
50.45	98
52.33	104
52.33	115
52.58	115
52.58	76
55.33	79
55.33	83
56.91	81
56.91	81
60.5	85
60.5	85
61.28	72
61.28	72
62.41	72
62.41	85
62.83	85
62.83	72
64.15	72
64.15	85
64.51	85
64.51	72
65.83	72
65.83	85
66.2	85
66.2	72
67.28	72
67.28	85
67.75	85
67.75	72
68.75	72
68.75	85
69.33	85
69.33	72
70.5	72
70.5	72
73	99
73	106
75.18	122
75.18	122
75.6	130
75.6	200
75.76	200
75.76	50
78.93	40
[END COURSE DATA]

[COURSE TEXT]
0	Welcome to Trainer Road's inaugural '8 Days of California'!	8	0	0	72	16777215	30
0	Spend a few minutes warming up while we cover today's stage and strategy	8	0	0	72	16777215	45
0	And please feel encouraged to spin for an easy 10-15 minutes prior to the start of each stage	8	0	0	72	16777215	60
0	8DC kicks into high gear on the opening day with a long, sustained climb loaded with switchbacks...	8	0	0	72	16777215	120
0	...and favors a field sprint due to a flat, fast run-in to the finish	8	0	0	72	16777215	130
0	Our objective is to deliver our climber safely to the base of the climb...	8	0	0	72	16777215	140
0	...and have you pace him up the climb for as long as you can last	8	0	0	72	16777215	150
0	While it's unlikely our small team can compete for the General Classification (GC) podium...	8	0	0	72	16777215	160
0	...we'll do our best to secure sprint points, KOM (King of the Mountains) points...	8	0	0	72	16777215	170
0	...and stage victories!	8	0	0	72	16777215	180
0	A surprise to no one, an early breakaway has managed to put time on the field...	8	0	0	72	16777215	480
0	...and we didn't get a rider in the break!	8	0	0	72	16777215	490
510	So it's time to head to the front of the race and help reel in the break	8	0	0	72	16777215	0
510	Let's start to put our noses in the wind and keep the pace high	8	0	0	72	16777215	10
510	We don't have to do all the work since a few other teams aren't represented in the break...	8	0	0	72	16777215	20
510	But we'll have to take our turns at the front every minute or so	8	0	0	72	16777215	30
510	Try to keep the pace high & we'll drag this breakaway back in about 20 minutes	8	0	0	72	16777215	40
550	Almost your turn at the front, get ready to work a bit harder	8	0	0	72	16777215	35
595	Let's keep these pulls short & strong	8	0	0	72	16777215	0
595	Nice. Keep it steady for a few more seconds...	8	0	0	72	16777215	10
614	Now ease up a bit, but try to fold back into this lead group of chasers	8	0	0	72	16777215	1
614	That means the effort is going to stay high even when you're 'resting'	8	0	0	72	16777215	11
614	That's basically how things are going to work for awhile...	8	0	0	72	16777215	26
614	We pull hard, keep it smooth & steady, and then fold back in	8	0	0	72	16777215	36
659	Another short, hard pull at the front	8	0	0	72	16777215	1
659	A few more seconds...	4	0	0	72	16777215	11
674	Good, now don't back off very far...	5	0	0	72	16777215	1
674	...and get back in there	8	0	0	72	16777215	8
719	Your turn again, stay relaxed but push a bit harder	8	0	0	72	16777215	0
719	You can pull a little longer if you feel strong, but be sensible	8	0	0	72	16777215	11
739	Back off and settle back in	8	0	0	72	16777215	1
784	How long you pull, how hard you pull can change over the course of the chase...	8	0	0	72	16777215	0
784	...but seldom will those changes be severe	8	0	0	72	16777215	8
799	Settle back in, don't get dropped...	8	0	0	72	16777215	1
799	...you're a crucial component of this chase!	8	0	0	72	16777215	11
844	Your turn at the front again, short & strong	8	0	0	72	16777215	0
844	Few more seconds...	4	0	0	72	16777215	11
859	Settle back in, keep the pace high	8	0	0	72	16777215	1
904	The rider in back of you keeps pulling through too hard...	8	0	0	72	16777215	0
904	...which means you have to work really hard not to get dropped	8	0	0	72	16777215	10
924	Hang in there & offer some friendly advice when the hero slides back past you	8	0	0	72	16777215	0
924	A hero pace can be disruptive to the point it affects our chase...	8	0	0	72	16777215	11
924	...and our chances of reeling in this break can suffer	8	0	0	72	16777215	21
924	So SOMEONE needs to speak up or the chase speed will fail	8	0	0	72	16777215	31
969	Message conveyed, back to work	8	0	0	72	16777215	0
984	Perfect! Slide back in there and catch your breath	8	0	0	72	16777215	0
1029	Short & strong, the break is coming back!	8	0	0	72	16777215	0
1049	Back off, but not very much	8	0	0	72	16777215	0
1094	Short & strong, big deep breaths	8	0	0	72	16777215	0
1109	Calm your breathing & try not to waste energy on a tight upper body...	8	0	0	72	16777215	0
1109	...drop your shoulders, soften your elbows, make this look easy	8	0	0	72	16777215	11
1154	Longer pull this time, you're stronger than the rest of these guys	8	0	0	72	16777215	0
1154	This is uncomfortable business, but we HAVE to bring back this break	8	0	0	72	16777215	11
1176	Ease up a little	8	0	0	72	16777215	0
1221	Every pull you take brings our climber closer to that climb...	8	0	0	72	16777215	0
1236	...and brings our team closer to a potential stage victory	8	0	0	72	16777215	0
1281	Slightly longer pull this time, the break's coming back!	8	0	0	72	16777215	0
1304	Ease up & breathe DEEEEEEPLY	8	0	0	72	16777215	0
1349	Again, short & strong	8	0	0	72	16777215	0
1349	Hang in there!	8	0	0	72	16777215	11
1368	Looks like you pushed that last one a little too hard...	8	0	0	72	16777215	0
1368	...and the rider who was behind you is having a hard time keeping up the speed at the front	8	0	0	72	16777215	10
1368	Good, the speed is coming back up just in time for your turn at the front	8	0	0	72	16777215	22
1451	Go a little longer this time, let the guy behind you rest a bit more	8	0	0	72	16777215	0
1475	Well done, ease to the back of the chase leaders	8	0	0	72	16777215	0
1475	Everyone's good, the bigger teams sent up some fresh riders	8	0	0	72	16777215	35
1520	Some fresh legs mean you're back to strong & short pulls	8	0	0	72	16777215	0
1640	A little longer on this one, the catch is close!	8	0	0	72	16777215	0
1711	Short & strong, they're just up the road	8	0	0	72	16777215	0
1771	Dig deep this time, the catch is imminent	8	0	0	72	16777215	0
1801	It hurts, but we're SO close!	8	0	0	72	16777215	0
1846	It's all you! Don't let up until you get the break's wheel!	8	0	0	72	16777215	0
1846	30 seconds, you can do this!	8	0	0	72	16777215	14
