[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = 2014 8DC - Stage 1,89,99. Created by 1273.
FILE NAME = none
MINUTES	FTP
[END COURSE HEADER]

[COURSE DATA]
0	47
1.36	49
1.36	49
1.86	54
1.86	54
3.83	54
3.83	54
4.33	58
4.33	58
5.75	58
5.75	58
6.25	65
6.25	65
8.86	65
8.86	65
10.36	58
10.36	58
12.08	58
12.08	58
12.83	65
12.83	65
13.95	90
13.95	90
14.36	130
14.36	180
14.53	180
14.53	20
14.95	79
14.95	79
16.31	81
16.31	81
16.81	86
16.81	86
18.78	86
18.78	86
19.28	82
19.28	82
20.7	82
20.7	82
21.2	89
21.2	89
23.81	89
23.81	89
25.31	82
25.31	82
27.03	82
27.03	82
29.28	90
29.28	90
29.7	130
29.7	180
29.86	180
29.86	20
30.28	70
30.28	70
31.65	72
31.65	73
32.15	80
32.15	80
34.76	80
34.76	80
36.26	90
36.26	90
37.98	90
37.98	90
38.73	95
38.73	95
40.23	97
40.23	97
40.73	130
40.73	145
41.23	145
41.23	40
41.73	70
41.73	70
43.1	72
43.1	72
43.6	77
43.6	77
45.56	77
45.56	77
46.06	73
46.06	73
47.48	73
47.48	73
47.98	80
47.98	80
50.6	80
50.6	80
52.1	73
52.1	73
53.81	73
53.81	73
54.56	75
54.56	75
56.06	72
56.06	72
59.56	105
59.56	105
59.98	130
59.98	180
60.11	180
60.11	70
60.53	85
60.53	150
60.61	150
60.61	85
60.83	85
60.83	155
60.91	155
60.91	95
61.23	95
61.23	145
61.31	145
61.31	85
61.56	85
61.56	150
61.65	150
61.65	80
61.83	80
61.83	160
61.91	160
61.91	88
62.33	88
62.33	150
62.41	150
62.41	75
62.8	75
62.8	144
62.88	144
62.88	85
63.1	85
63.1	149
63.18	149
63.18	95
63.5	95
63.5	139
63.58	139
63.58	85
63.83	85
63.83	144
63.91	144
63.91	80
64.1	80
64.1	154
64.18	154
64.18	88
64.6	88
64.6	144
64.68	144
64.68	75
65.06	75
65.06	168
65.15	168
65.15	85
65.36	85
65.36	173
65.45	173
65.45	95
65.76	95
65.76	163
65.85	163
65.85	85
66.1	85
66.1	168
66.18	168
66.18	80
66.36	80
66.36	178
66.45	178
66.45	88
66.86	88
66.86	168
66.95	168
66.95	110
67.36	130
67.36	200
67.5	200
67.5	50
75	40
[END COURSE DATA]

[COURSE TEXT]
0	Welcome to 2014's edition of 8 Days in California!	8	0	0	72	16777215	10
0	Or more succinctly, 8DC	8	0	0	72	16777215	20
0	Based on our success with last year's team, we have high hopes	8	0	0	72	16777215	30
0	Both in terms of our team's strength...	8	0	0	72	16777215	40
0	as well as our faith in your already solid & growing capabilities	8	0	0	72	16777215	50
0	And while we haven't yet designated a clear leader for the General Classification...	8	0	0	72	16777215	60
0	the team will fully support that rider who establishes a high GC ranking in these early stages	8	0	0	72	16777215	70
112	This first stage will serve as a warmup in a number of ways...	8	0	0	72	16777215	0
112	First off, you'll get to test your sprinting capabilities 2 times early in the stage...	8	0	0	72	16777215	10
112	and 2 times late in the stage	8	0	0	72	16777215	20
112	Secondly, you'll have a crack at a single KOM/QOM...	8	0	0	72	16777215	30
112	to see how you stack up against the rest of the climbers	8	0	0	72	16777215	40
112	Finally, you'll face a circuit course littered with accelerations & capped with a sprint	8	0	0	72	16777215	50
112	For now, just continue to warm as the field rolls toward Sprint 1	8	0	0	72	16777215	60
260	Throughout each stage of 8DC, I'll be "in your ear"	8	0	0	72	16777215	0
260	I'll offer strategy, assurance, inspiration if possible...	8	0	0	72	16777215	10
260	and even distraction from the pain you're sure to face	8	0	0	72	16777215	20
260	But you're always welcome to turn me off should the distraction be too much ;)	8	0	0	72	16777215	30
375	Just flow with these mild surges in effort...	8	0	0	72	16777215	0
375	and allow them to further your warmup	8	0	0	72	16777215	10
375	And remember, you're always welcome to do some pre-stage spinning...	8	0	0	72	16777215	20
375	if you want to come into each stage fully ready to race	8	0	0	72	16777215	30
375	This year's route is a perfect variety of courses...	8	0	0	72	16777215	45
375	and will surely exploit both your strengths & your weaknesses	8	0	0	72	16777215	55
375	It will also serve to make you a stronger rider overall...	8	0	0	72	16777215	65
375	considering you'll be on the bike for 8 consecutive days	8	0	0	72	16777215	75
375	But this means you'll have to plan your recovery accordingly	8	0	0	72	16777215	85
375	8 days of suffering is a tall order for any rider...	8	0	0	72	16777215	95
375	but even more so for riders who aren't used to numerous head-to-head workouts	8	0	0	72	16777215	105
375	But nowhere is it stated that you can't take an "easy" day...	8	0	0	72	16777215	115
375	by reducing the Workout Intensity & tucking into the field	8	0	0	72	16777215	125
532	First sprint is just up the road, so start thinking about your spin	8	0	0	72	16777215	0
532	A fatal flaw all sprinters make at one time or another...	8	0	0	72	16777215	10
532	is getting caught in the wrong gear, typically one that's too big	8	0	0	72	16777215	20
532	You'll have to react quickly, generate a lot of leg speed quickly...	8	0	0	72	16777215	30
532	and that's impossible to do in a monster gear	8	0	0	72	16777215	40
532	So keep your spin light & quick, probably between 85-95rpm...	8	0	0	72	16777215	50
532	then, as the sprint starts to wind up, you'll already have the leg speed	8	0	0	72	16777215	60
532	Then, it's just a matter of staying on top of the power demands	8	0	0	72	16777215	70
622	Spin lightly & comfortably quickly for a couple minutes...	8	0	0	72	16777215	0
622	and relax	8	0	0	72	16777215	10
622	Everyone's nervous during the first couple stages...	8	0	0	72	16777215	20
622	and those nerves can translate to tight bodies and twitchy riders...	8	0	0	72	16777215	30
622	never a good thing, for a number of reasons	8	0	0	72	16777215	40
725	Looks like things are starting to pick up a bit	8	0	0	72	16777215	0
725	Try to smoothly make your way toward the front of the field	8	0	0	72	16777215	10
725	Just gradually lift the effort and find a good wheel to follow	8	0	0	72	16777215	20
770	I've seen enough sprints unfold, and there tends to be a pretty predictable pattern	8	0	0	72	16777215	0
770	REALLY predictable in certain cases ;)	8	0	0	72	16777215	10
770	Let's just plan for a hard 25-second surge...	8	0	0	72	16777215	20
770	immediately followed by an ALL-OUT effort for 10 seconds	8	0	0	72	16777215	30
770	You're welcome to hold back a bit on this first one...	8	0	0	72	16777215	40
770	and you're welcome to sprint seated or standing...	8	0	0	72	16777215	50
770	but if you decide to really go for it, be kind to your bike	5	0	0	72	16777215	60
837	25-second build!	3	0	0	72	16777215	0
837	A short but HARD effort	3	0	0	72	16777215	7
837	Keep building power...	3	0	0	72	16777215	13
837	10-second sprint in...	2	0	0	72	16777215	19
837	3...	1	0	0	72	16777215	22
837	2...	1	0	0	72	16777215	23
837	1...	1	0	0	72	16777215	24
862	GO!	3	0	0	72	16777215	0
862	5 seconds!	2	0	0	72	16777215	5
862	3...	1	0	0	72	16777215	7
862	2...	1	0	0	72	16777215	8
862	1...	1	0	0	72	16777215	9
872	Done!	3	0	0	72	16777215	0
872	Take a few seconds to get your power back up	8	0	0	72	16777215	5
897	Settle in as quickly as you can	8	0	0	72	16777215	0
897	I know it hurts and you WANT to back off...	8	0	0	72	16777215	10
897	but you don't NEED to back off	8	0	0	72	16777215	20
897	Just breathe off that muscle burn & keep working	8	0	0	72	16777215	30
1009	Looks like the pace has moved up to a Tempo power level...	8	0	0	72	16777215	0
1009	and it's sure to stay here a while	8	0	0	72	16777215	10
